5.748531858766249558e-02 -1.373278210090366214e-01 7.571856597303187719e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.818064638349167844e-02 -1.373374461671504898e-01 7.571851082905930674e+00 6.399780090114870902e-05 3.189100649011806371e-03 -9.462649492771317734e-04
5.919478789048782802e-02 -1.373111864610011279e-01 7.571843599051941709e+00 2.104986137148724765e-04 5.601915125901643991e-03 -2.787037389073785364e-03
6.046400746750207889e-02 -1.370802779495888246e-01 7.571837382649064807e+00 4.396557095580315303e-04 6.254056545894718343e-03 -4.024357403527576912e-03
6.176726305958013530e-02 -1.363280798110111380e-01 7.571792583598653259e+00 6.280927288098858306e-04 7.155920497875196441e-03 -5.312432447611200453e-03
6.504885669597390563e-02 -9.592734370654321108e-02 7.563433714745965375e+00 7.827031672500506590e-04 6.462067119643027414e-03 -6.467087971235422651e-03
6.247457431165868297e-02 -5.251181990918202258e-02 7.540976967237349449e+00 8.023249676013192565e-04 6.366172249382308877e-03 -5.905858344947976374e-03
4.847941163526171826e-02 -5.983038568816122921e-02 7.534656073043979774e+00 9.727995927607882565e-04 5.967621582783604571e-03 -4.342748754264392705e-03
3.889850619452177305e-02 -6.298109635224931335e-02 7.527237988289204651e+00 1.761280060506354318e-03 5.331612657826204429e-03 -3.106286766491290346e-03
2.979760860152876750e-02 -6.605559962500556770e-02 7.519086960851857349e+00 2.874745629523273952e-03 4.384284504754552836e-03 -2.845746103190687024e-03
2.215303700359911795e-02 -6.810655558961639655e-02 7.510533714466665067e+00 3.997555097530280585e-03 3.399655080464820695e-03 -3.292338698292612224e-03
1.623871214555054968e-02 -6.917945465574887320e-02 7.501589841151250049e+00 4.688169753503915356e-03 2.439290252357017869e-03 -3.423590309077847310e-03
1.210196336473324218e-02 -6.914245184255093934e-02 7.492386256524466326e+00 4.460089495313921369e-03 1.649307502511665555e-03 -2.754128124760160754e-03
9.836405044661272398e-03 -6.789776849141457293e-02 7.483260276155631274e+00 2.884341022633252379e-03 1.092599879660250545e-03 -1.723062255662774836e-03
9.045526582367149210e-03 -6.580910564032581289e-02 7.474441388420832055e+00 4.819491357759861198e-04 6.255523217749425508e-04 -1.018687118758221030e-03
9.774006064064489838e-03 -6.287719609228378803e-02 7.466488497520111345e+00 -1.386775465326452531e-03 4.021319620941483973e-04 -1.168612039251048888e-03
1.173639637174715526e-02 -5.945912118389821283e-02 7.459929794310752094e+00 -2.134043939746358819e-03 3.159670232330788779e-04 -2.249664768443964888e-03
1.481026339579136382e-02 -5.575094414553959793e-02 7.455463796653556408e+00 -1.709336642953416738e-03 2.534194225784071699e-04 -3.448821592916280661e-03
1.883921668319542275e-02 -5.209002991481897354e-02 7.453658726818021663e+00 -5.269351502439688188e-04 6.996283108794189320e-05 -4.153167152703500162e-03
2.366680114594236703e-02 -4.853712984249775736e-02 7.455001527815444895e+00 1.277625580076652625e-03 -2.926332945608273780e-04 -4.131480373153186177e-03
2.892389362775884057e-02 -4.510494786175243270e-02 7.459693691313831643e+00 2.868546630829137221e-03 -7.750245523912679523e-04 -3.242112846884386956e-03
3.429376785512571607e-02 -4.159951245816099347e-02 7.467701290741472597e+00 3.967705080033682996e-03 -1.298541943772155323e-03 -1.867653390952295211e-03
3.929631151511273762e-02 -3.784848047304867347e-02 7.478697982794493271e+00 4.570374007737133294e-03 -1.758493955570456608e-03 -4.744758006352974532e-04
4.361017481767364562e-02 -3.379985540711717695e-02 7.492173515768965508e+00 4.865059649662040880e-03 -2.133368183916374387e-03 6.300612618529320350e-04
4.696350802367588867e-02 -2.955430920794988037e-02 7.507475040620905204e+00 4.884303225731571017e-03 -2.628135740694864143e-03 1.674582008503631156e-03
4.934107274809769461e-02 -2.523115101808028407e-02 7.523922156084462465e+00 4.173360014424271763e-03 -2.985683689943959430e-03 2.604269744938849957e-03
5.097307651701345199e-02 -2.112511048875790123e-02 7.540851370787619246e+00 3.000657450443094607e-03 -3.092885819573832490e-03 3.064690976512585759e-03
5.209202145545411416e-02 -1.755215440051617268e-02 7.557680829151646407e+00 1.733195873812437863e-03 -2.933569621665307794e-03 2.600151343857364655e-03
5.288792235216372567e-02 -1.472059656307005485e-02 7.573916780467913945e+00 7.397217026038997983e-04 -2.469362516517085732e-03 1.180231064474063143e-03
5.347480167911076304e-02 -1.271252003898080442e-02 7.589167318821981034e+00 -2.857156241573715911e-05 -1.800953663510546955e-03 -6.471923124712795298e-04
5.383594260757940120e-02 -1.155067978589656603e-02 7.603126989454200846e+00 -6.056825657496509767e-04 -9.699405022404539514e-04 -2.330645836362498901e-03
5.386949860613820390e-02 -1.139506568480882012e-02 7.615573270704770081e+00 -9.372842843063883614e-04 -1.329370711379116062e-04 -3.046051928476989877e-03
5.347659480126661091e-02 -1.252132826307133205e-02 7.626355055879685985e+00 -1.310692851906148293e-03 6.502469268580580173e-04 -2.650830091522112224e-03
5.265485224960058525e-02 -1.514394640699082660e-02 7.635392665066104811e+00 -1.873267593829731339e-03 1.308053278510251964e-03 -1.578106858276308658e-03
5.141463201132878691e-02 -1.932643143088373303e-02 7.642671700733380646e+00 -2.746686466034688190e-03 1.719692482709943293e-03 -5.102724019141605723e-04
4.976865298249475572e-02 -2.489164930408481469e-02 7.648241589767618365e+00 -3.987278432658257661e-03 1.924153741148072012e-03 1.689989003281563854e-04
4.769850144691123450e-02 -3.161790772049929282e-02 7.652211848335753075e+00 -4.800168627820447162e-03 1.786082387092244143e-03 5.433650547696780228e-04
4.533592484757843766e-02 -3.902871260137470016e-02 7.654750152577936007e+00 -5.085120021647617991e-03 1.412063160421169914e-03 8.818233088854091160e-04
4.280544625679822551e-02 -4.653377595795368804e-02 7.656072182234558987e+00 -5.232923365043879241e-03 1.101238452049504643e-03 1.302216423190622006e-03
4.025475182826524639e-02 -5.372416408847777158e-02 7.656420630293583329e+00 -4.922608724586594910e-03 1.043536285567163522e-03 1.323894125583137578e-03
3.775965159733560284e-02 -6.028419899514984165e-02 7.656035332622834311e+00 -3.944859018206460857e-03 1.169795762482506336e-03 5.104527321583729894e-04
3.530456735437229737e-02 -6.592834483865175899e-02 7.655116859438377830e+00 -2.716117421954043418e-03 1.184749147980087300e-03 -8.612064437434462788e-04
3.294270346971670677e-02 -7.037314673931822917e-02 7.653792917203328550e+00 -2.037104348662364256e-03 9.228213343718123492e-04 -1.918853616244739794e-03
3.066898419271108303e-02 -7.346989410686473321e-02 7.652106590253414886e+00 -1.969361290669506027e-03 3.752023476243463449e-04 -1.948640405243405420e-03
2.847447642143801499e-02 -7.519327585328680619e-02 7.650033874548673118e+00 -2.053961873825509328e-03 -3.055230150616175706e-04 -9.052950821304473795e-04
2.633300830658265659e-02 -7.559931404312983383e-02 7.647523417291239411e+00 -2.052991059458754864e-03 -9.492073591982702835e-04 6.794393625748473137e-04
2.414131906091283863e-02 -7.484364390887626728e-02 7.644538188461482697e+00 -1.877427903000216357e-03 -1.416494998720890406e-03 2.279735620353455852e-03
2.187672573242938762e-02 -7.317869373239553610e-02 7.641084076320001195e+00 -1.452671594788821708e-03 -1.462321786702016398e-03 3.311924674570528720e-03
1.968429667454250562e-02 -7.084444752712587556e-02 7.637220508717562417e+00 -7.169579278499450424e-04 -1.236568008939404727e-03 4.069111986201029083e-03
1.787892249036501097e-02 -6.812702571546397357e-02 7.633052190408298188e+00 2.409860177559436335e-04 -1.069207134548535044e-03 5.145979139177499564e-03
1.667974331500344382e-02 -6.530409680892911017e-02 7.628708762813582567e+00 9.462897173406643056e-04 -1.019944187344329779e-03 5.918257701236692529e-03
